,orderId,clientId,permId,action,totalQuantity,orderType,lmtPrice,auxPrice,tif,activeStartTime,activeStopTime,ocaGroup,ocaType,orderRef,transmit,parentId,blockOrder,sweepToFill,displaySize,triggerMethod,outsideRth,hidden,goodAfterTime,goodTillDate,rule80A,allOrNone,minQty,percentOffset,overridePercentageConstraints,trailStopPrice,trailingPercent,faGroup,faProfile,faMethod,faPercentage,designatedLocation,openClose,origin,shortSaleSlot,exemptCode,discretionaryAmt,eTradeOnly,firmQuoteOnly,nbboPriceCap,optOutSmartRouting,auctionStrategy,startingPrice,stockRefPrice,delta,stockRangeLower,stockRangeUpper,randomizePrice,randomizeSize,volatility,volatilityType,deltaNeutralOrderType,deltaNeutralAuxPrice,deltaNeutralConId,deltaNeutralSettlingFirm,deltaNeutralClearingAccount,deltaNeutralClearingIntent,deltaNeutralOpenClose,deltaNeutralShortSale,deltaNeutralShortSaleSlot,deltaNeutralDesignatedLocation,continuousUpdate,referencePriceType,basisPoints,basisPointsType,scaleInitLevelSize,scaleSubsLevelSize,scalePriceIncrement,scalePriceAdjustValue,scalePriceAdjustInterval,scaleProfitOffset,scaleAutoReset,scaleInitPosition,scaleInitFillQty,scaleRandomPercent,scaleTable,hedgeType,hedgeParam,account,settlingFirm,clearingAccount,clearingIntent,algoStrategy,algoParams,smartComboRoutingParams,algoId,whatIf,notHeld,solicited,modelCode,orderComboLegs,orderMiscOptions,referenceContractId,peggedChangeAmount,isPeggedChangeAmountDecrease,referenceChangeAmount,referenceExchangeId,adjustedOrderType,triggerPrice,adjustedStopPrice,adjustedStopLimitPrice,adjustedTrailingAmount,adjustableTrailingUnit,lmtPriceOffset,conditions,conditionsCancelOrder,conditionsIgnoreRth,extOperator,softDollarTier,cashQty,mifid2DecisionMaker,mifid2DecisionAlgo,mifid2ExecutionTrader,mifid2ExecutionAlgo,dontUseAutoPriceForHedge,isOmsContainer,discretionaryUpToLimitPrice,autoCancelDate,filledQuantity,refFuturesConId,autoCancelParent,shareholder,imbalanceOnly,routeMarketableToBbo,parentPermId,usePriceMgmtAlgo,duration,postToAts,advancedErrorOverride
0,6,1,1258385411,SELL,20.0,LMT,1.11,0.0,DAY,,,,3,,True,0,False,False,2147483647,0,False,False,,,,False,2147483647,1.7976931348623157e+308,False,0.1100000000000001,1.7976931348623157e+308,,,,,,,0,0,-1,0.0,False,False,1.7976931348623157e+308,False,0,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308,False,False,1.7976931348623157e+308,0,None,1.7976931348623157e+308,0,,,,,False,0,,False,0,1.7976931348623157e+308,2147483647,2147483647,2147483647,1.7976931348623157e+308,1.7976931348623157e+308,2147483647,1.7976931348623157e+308,False,2147483647,2147483647,False,,,,DU6076986,,,IB,,[],[],,False,False,False,,[],[],0,0.0,False,0.0,,None,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308,0,1.7976931348623157e+308,[],False,False,,"SoftDollarTier(name='', val='', displayName='')",0.0,,,,,True,False,False,,1.7976931348623157e+308,0,False,,False,False,0,False,2147483647,2147483647,
1,11,1,1258385426,BUY,20000.0,LMT,0.05,0.0,DAY,,,,3,,True,0,False,False,2147483647,0,False,False,,,,False,2147483647,1.7976931348623157e+308,False,1.05,1.7976931348623157e+308,,,,,,O,0,0,-1,0.0,False,False,1.7976931348623157e+308,False,0,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308,False,False,1.7976931348623157e+308,0,None,1.7976931348623157e+308,0,,,,,False,0,,False,0,1.7976931348623157e+308,2147483647,2147483647,2147483647,1.7976931348623157e+308,1.7976931348623157e+308,2147483647,1.7976931348623157e+308,False,2147483647,2147483647,False,,,,DU6076986,,,IB,,[],[],,False,False,False,,[],[],0,0.0,False,0.0,,None,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308,0,1.7976931348623157e+308,[],False,False,,"SoftDollarTier(name='', val='', displayName='')",0.0,,,,,True,False,False,,1.7976931348623157e+308,0,False,,False,False,0,False,2147483647,2147483647,
2,0,0,1258385537,SELL,0.0,LMT,121.97,0.0,DAY,,,,3,ActivityMonitor,True,0,False,False,2147483647,0,False,False,,,,False,2147483647,1.7976931348623157e+308,False,120.97,1.7976931348623157e+308,,,,,,,0,0,-1,0.0,False,False,1.7976931348623157e+308,False,0,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308,False,False,1.7976931348623157e+308,0,None,1.7976931348623157e+308,0,,,,,False,0,,False,0,1.7976931348623157e+308,2147483647,2147483647,2147483647,1.7976931348623157e+308,1.7976931348623157e+308,2147483647,1.7976931348623157e+308,False,2147483647,2147483647,False,,,,DU6076986,,,IB,,[],[],,False,False,False,,[],[],0,0.0,False,0.0,,,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308,0,1.7976931348623157e+308,[],False,False,,"SoftDollarTier(name='', val='', displayName='')",0.0,,,,,True,False,False,,1.0,2147483647,False,Not an insider or substantial shareholder,False,False,9223372036854775807,False,2147483647,2147483647,
3,0,0,1258385671,BUY,0.0,MKT,57.75,0.0,DAY,,,,3,,True,0,False,False,2147483647,0,False,False,,,,False,2147483647,1.7976931348623157e+308,False,58.75,1.7976931348623157e+308,,,,,,O,0,0,-1,0.0,False,False,1.7976931348623157e+308,False,0,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308,False,False,1.7976931348623157e+308,0,None,1.7976931348623157e+308,0,,,,,False,0,,False,0,1.7976931348623157e+308,2147483647,2147483647,2147483647,1.7976931348623157e+308,1.7976931348623157e+308,2147483647,1.7976931348623157e+308,False,2147483647,2147483647,False,,,,DU6076986,,,IB,,[],[],,False,False,False,,[],[],0,0.0,False,0.0,,,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308,0,1.7976931348623157e+308,[],False,False,,"SoftDollarTier(name='', val='', displayName='')",0.0,,,,,True,False,False,,1.0,2147483647,False,Not an insider or substantial shareholder,False,False,9223372036854775807,False,2147483647,2147483647,
4,0,0,1258385672,SELL,0.0,LMT,57.74,0.0,DAY,,,,3,ActivityMonitor,True,0,False,False,2147483647,0,False,False,,,,False,2147483647,1.7976931348623157e+308,False,56.74,1.7976931348623157e+308,,,,,,,0,0,-1,0.0,False,False,1.7976931348623157e+308,False,0,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308,False,False,1.7976931348623157e+308,0,None,1.7976931348623157e+308,0,,,,,False,0,,False,0,1.7976931348623157e+308,2147483647,2147483647,2147483647,1.7976931348623157e+308,1.7976931348623157e+308,2147483647,1.7976931348623157e+308,False,2147483647,2147483647,False,,,,DU6076986,,,IB,,[],[],,False,False,False,,[],[],0,0.0,False,0.0,,,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308,0,1.7976931348623157e+308,[],False,False,,"SoftDollarTier(name='', val='', displayName='')",0.0,,,,,True,False,False,,1.0,2147483647,False,Not an insider or substantial shareholder,False,False,9223372036854775807,False,2147483647,2147483647,
5,0,0,1258385303,SELL,0.0,MKT,14.07,0.0,DAY,,,,3,,True,0,False,False,2147483647,0,False,False,,,,False,2147483647,1.7976931348623157e+308,False,13.07,1.7976931348623157e+308,,,,,,,0,0,-1,0.0,False,False,1.7976931348623157e+308,False,0,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308,False,False,1.7976931348623157e+308,0,None,1.7976931348623157e+308,0,,,,,False,0,,False,0,1.7976931348623157e+308,2147483647,2147483647,2147483647,1.7976931348623157e+308,1.7976931348623157e+308,2147483647,1.7976931348623157e+308,False,2147483647,2147483647,False,,,,DU6076986,,,IB,,[],[],,False,False,False,,[],[],0,0.0,False,0.0,,,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308,0,1.7976931348623157e+308,[],False,False,,"SoftDollarTier(name='', val='', displayName='')",0.0,,,,,True,False,False,,1.0,2147483647,False,Not an insider or substantial shareholder,False,False,9223372036854775807,False,2147483647,2147483647,
6,0,0,1258385302,SELL,0.0,MKT,0.0,0.0,DAY,,,,3,,True,0,False,False,2147483647,0,False,False,,,,False,2147483647,1.7976931348623157e+308,False,1.7976931348623157e+308,1.7976931348623157e+308,,,,,,,0,0,-1,0.0,False,False,1.7976931348623157e+308,False,0,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308,False,False,1.7976931348623157e+308,0,None,1.7976931348623157e+308,0,,,,,False,0,,False,0,1.7976931348623157e+308,2147483647,2147483647,2147483647,1.7976931348623157e+308,1.7976931348623157e+308,2147483647,1.7976931348623157e+308,False,2147483647,2147483647,False,,,,DU6076986,,,IB,,[],[],,False,False,False,,[],[],0,0.0,False,0.0,,,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308,0,1.7976931348623157e+308,[],False,False,,"SoftDollarTier(name='', val='', displayName='')",0.0,,,,,True,False,False,,1.0,2147483647,False,Not an insider or substantial shareholder,False,False,9223372036854775807,False,2147483647,2147483647,
7,0,0,1258385305,BUY,0.0,LMT,14.08,0.0,DAY,,,,3,ActivityMonitor,True,0,False,False,2147483647,0,False,False,,,,False,2147483647,1.7976931348623157e+308,False,15.08,1.7976931348623157e+308,,,,,,,0,0,-1,0.0,False,False,1.7976931348623157e+308,False,0,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308,False,False,1.7976931348623157e+308,0,None,1.7976931348623157e+308,0,,,,,False,0,,False,0,1.7976931348623157e+308,2147483647,2147483647,2147483647,1.7976931348623157e+308,1.7976931348623157e+308,2147483647,1.7976931348623157e+308,False,2147483647,2147483647,False,,,,DU6076986,,,IB,,[],[],,False,False,False,,[],[],0,0.0,False,0.0,,,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308,0,1.7976931348623157e+308,[],False,False,,"SoftDollarTier(name='', val='', displayName='')",0.0,,,,,True,False,False,,2.0,2147483647,False,Not an insider or substantial shareholder,False,False,9223372036854775807,False,2147483647,2147483647,
8,0,0,1258385563,BUY,0.0,MKT,0.0,0.0,DAY,,,,3,,True,0,False,False,2147483647,0,False,False,,,,False,2147483647,1.7976931348623157e+308,False,1.7976931348623157e+308,1.7976931348623157e+308,,,,,,O,0,0,-1,0.0,False,False,1.7976931348623157e+308,False,0,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308,False,False,1.7976931348623157e+308,0,None,1.7976931348623157e+308,0,,,,,False,0,,False,0,1.7976931348623157e+308,2147483647,2147483647,2147483647,1.7976931348623157e+308,1.7976931348623157e+308,2147483647,1.7976931348623157e+308,False,2147483647,2147483647,False,,,,DU6076986,,,IB,,[],[],,False,False,False,,[],[],0,0.0,False,0.0,,,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308,0,1.7976931348623157e+308,[],False,False,,"SoftDollarTier(name='', val='', displayName='')",0.0,,,,,True,False,False,,1.0,2147483647,False,Not an insider or substantial shareholder,False,False,9223372036854775807,False,2147483647,2147483647,
9,0,0,1258385947,BUY,0.0,MKT,57.43,0.0,DAY,,,,3,,True,0,False,False,2147483647,0,False,False,,,,False,2147483647,1.7976931348623157e+308,False,58.43,1.7976931348623157e+308,,,,,,O,0,0,-1,0.0,False,False,1.7976931348623157e+308,False,0,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308,False,False,1.7976931348623157e+308,0,None,1.7976931348623157e+308,0,,,,,False,0,,False,0,1.7976931348623157e+308,2147483647,2147483647,2147483647,1.7976931348623157e+308,1.7976931348623157e+308,2147483647,1.7976931348623157e+308,False,2147483647,2147483647,False,,,,DU6076986,,,IB,,[],[],,False,False,False,,[],[],0,0.0,False,0.0,,,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308,0,1.7976931348623157e+308,[],False,False,,"SoftDollarTier(name='', val='', displayName='')",0.0,,,,,True,False,False,,1.0,2147483647,False,Not an insider or substantial shareholder,False,False,9223372036854775807,False,2147483647,2147483647,
