,contract,order,orderStatus,fills,log,advancedError
19,"Stock(conId=4391, symbol='AMD', right='?', exchange='SMART', currency='USD', localSymbol='AMD', tradingClass='NMS')","Order(permId=1258385565, action='SELL', orderType='LMT', lmtPrice=57.77, auxPrice=0.0, tif='DAY', ocaType=3, orderRef='ActivityMonitor', displaySize=2147483647, trailStopPrice=56.77, openClose='', volatilityType=0, deltaNeutralOrderType='None', referencePriceType=0, account='DU6076986', clearingIntent='IB', cashQty=0.0, dontUseAutoPriceForHedge=True, filledQuantity=1.0, refFuturesConId=2147483647, shareholder='Not an insider or substantial shareholder', parentPermId=9223372036854775807)","OrderStatus(orderId=0, status='Filled', filled=0.0, remaining=0.0, avgFillPrice=0.0, permId=0, parentId=0, lastFillPrice=0.0, clientId=0, whyHeld='', mktCapPrice=0.0)","[Fill(contract=Stock(conId=4391, symbol='AMD', right='?', exchange='SMART', currency='USD', localSymbol='AMD', tradingClass='NMS'), execution=Execution(execId='00012ec5.63536aa1.01.01', time=datetime.datetime(2022, 10, 20, 19, 26, 19, tzinfo=datetime.timezone.utc), acctNumber='DU6076986', exchange='PEARL', side='SLD', shares=1.0, price=57.77, permId=1258385565, clientId=0, orderId=0, liquidation=0, cumQty=1.0, avgPrice=57.77, orderRef='ActivityMonitor', evRule='', evMultiplier=0.0, modelCode='', lastLiquidity=2), commissionReport=CommissionReport(execId='00012ec5.63536aa1.01.01', commission=0.582053, currency='USD', realizedPNL=-1.190053, yield_=0.0, yieldRedemptionDate=0), time=datetime.datetime(2022, 10, 20, 19, 26, 19, tzinfo=datetime.timezone.utc))]","[TradeLogEntry(time=datetime.datetime(2022, 10, 20, 19, 26, 19, tzinfo=datetime.timezone.utc), status='Filled', message='Fill 1.0@57.77', errorCode=0)]",
20,"Stock(conId=2586035, symbol='PCG', right='?', exchange='SMART', currency='USD', localSymbol='PCG', tradingClass='PCG')","Order(permId=1258385308, action='SELL', orderType='MKT', lmtPrice=14.05, auxPrice=0.0, tif='DAY', ocaType=3, displaySize=2147483647, trailStopPrice=13.05, openClose='', volatilityType=0, deltaNeutralOrderType='None', referencePriceType=0, account='DU6076986', clearingIntent='IB', cashQty=0.0, dontUseAutoPriceForHedge=True, filledQuantity=1.0, refFuturesConId=2147483647, shareholder='Not an insider or substantial shareholder', parentPermId=9223372036854775807)","OrderStatus(orderId=0, status='Filled', filled=0.0, remaining=0.0, avgFillPrice=0.0, permId=0, parentId=0, lastFillPrice=0.0, clientId=0, whyHeld='', mktCapPrice=0.0)","[Fill(contract=Stock(conId=2586035, symbol='PCG', right='?', exchange='SMART', currency='USD', localSymbol='PCG', tradingClass='PCG'), execution=Execution(execId='00012ec5.6352919d.01.01', time=datetime.datetime(2022, 10, 20, 16, 26, 14, tzinfo=datetime.timezone.utc), acctNumber='DU6076986', exchange='EDGEA', side='SLD', shares=1.0, price=14.04, permId=1258385308, clientId=0, orderId=9, liquidation=0, cumQty=1.0, avgPrice=14.04, orderRef='', evRule='', evMultiplier=0.0, modelCode='', lastLiquidity=2), commissionReport=CommissionReport(execId='00012ec5.6352919d.01.01', commission=0.140852, currency='USD', realizedPNL=0.0, yield_=0.0, yieldRedemptionDate=0), time=datetime.datetime(2022, 10, 20, 16, 26, 14, tzinfo=datetime.timezone.utc))]","[TradeLogEntry(time=datetime.datetime(2022, 10, 20, 16, 26, 14, tzinfo=datetime.timezone.utc), status='Filled', message='Fill 1.0@14.04', errorCode=0)]",
21,"Stock(conId=4815747, symbol='NVDA', right='?', exchange='SMART', currency='USD', localSymbol='NVDA', tradingClass='NMS')","Order(permId=1258385503, action='SELL', orderType='LMT', lmtPrice=121.71, auxPrice=0.0, tif='DAY', ocaType=3, orderRef='ActivityMonitor', displaySize=2147483647, trailStopPrice=120.71, openClose='', volatilityType=0, deltaNeutralOrderType='None', referencePriceType=0, account='DU6076986', clearingIntent='IB', cashQty=0.0, dontUseAutoPriceForHedge=True, filledQuantity=1.0, refFuturesConId=2147483647, shareholder='Not an insider or substantial shareholder', parentPermId=9223372036854775807)","OrderStatus(orderId=0, status='Filled', filled=0.0, remaining=0.0, avgFillPrice=0.0, permId=0, parentId=0, lastFillPrice=0.0, clientId=0, whyHeld='', mktCapPrice=0.0)","[Fill(contract=Stock(conId=4815747, symbol='NVDA', right='?', exchange='SMART', currency='USD', localSymbol='NVDA', tradingClass='NMS'), execution=Execution(execId='00012ec5.6353681b.01.01', time=datetime.datetime(2022, 10, 20, 19, 23, 44, tzinfo=datetime.timezone.utc), acctNumber='DU6076986', exchange='ISLAND', side='SLD', shares=1.0, price=121.76, permId=1258385503, clientId=0, orderId=0, liquidation=0, cumQty=1.0, avgPrice=121.76, orderRef='ActivityMonitor', evRule='', evMultiplier=0.0, modelCode='', lastLiquidity=2), commissionReport=CommissionReport(execId='00012ec5.6353681b.01.01', commission=1.002918, currency='USD', realizedPNL=-2.052918, yield_=0.0, yieldRedemptionDate=0), time=datetime.datetime(2022, 10, 20, 19, 23, 44, tzinfo=datetime.timezone.utc))]","[TradeLogEntry(time=datetime.datetime(2022, 10, 20, 19, 23, 44, tzinfo=datetime.timezone.utc), status='Filled', message='Fill 1.0@121.76', errorCode=0)]",
22,"Stock(conId=4815747, symbol='NVDA', right='?', exchange='SMART', currency='USD', localSymbol='NVDA', tradingClass='NMS')","Order(permId=1258385569, action='SELL', orderType='LMT', lmtPrice=121.83, auxPrice=0.0, tif='DAY', ocaType=3, orderRef='ActivityMonitor', displaySize=2147483647, trailStopPrice=120.83, openClose='', volatilityType=0, deltaNeutralOrderType='None', referencePriceType=0, account='DU6076986', clearingIntent='IB', cashQty=0.0, dontUseAutoPriceForHedge=True, filledQuantity=1.0, refFuturesConId=2147483647, shareholder='Not an insider or substantial shareholder', parentPermId=9223372036854775807)","OrderStatus(orderId=0, status='Filled', filled=0.0, remaining=0.0, avgFillPrice=0.0, permId=0, parentId=0, lastFillPrice=0.0, clientId=0, whyHeld='', mktCapPrice=0.0)","[Fill(contract=Stock(conId=4815747, symbol='NVDA', right='?', exchange='SMART', currency='USD', localSymbol='NVDA', tradingClass='NMS'), execution=Execution(execId='00012ec5.63536ab3.01.01', time=datetime.datetime(2022, 10, 20, 19, 26, 25, tzinfo=datetime.timezone.utc), acctNumber='DU6076986', exchange='ISLAND', side='SLD', shares=1.0, price=121.85, permId=1258385569, clientId=0, orderId=0, liquidation=0, cumQty=1.0, avgPrice=121.85, orderRef='ActivityMonitor', evRule='', evMultiplier=0.0, modelCode='', lastLiquidity=2), commissionReport=CommissionReport(execId='00012ec5.63536ab3.01.01', commission=1.00292, currency='USD', realizedPNL=-2.03292, yield_=0.0, yieldRedemptionDate=0), time=datetime.datetime(2022, 10, 20, 19, 26, 25, tzinfo=datetime.timezone.utc))]","[TradeLogEntry(time=datetime.datetime(2022, 10, 20, 19, 26, 25, tzinfo=datetime.timezone.utc), status='Filled', message='Fill 1.0@121.85', errorCode=0)]",
23,"Stock(conId=9599491, symbol='F', right='?', exchange='SMART', currency='USD', localSymbol='F', tradingClass='F')","Order(permId=1258385312, action='SELL', orderType='MKT', lmtPrice=0.0, auxPrice=0.0, tif='DAY', ocaType=3, displaySize=2147483647, openClose='', volatilityType=0, deltaNeutralOrderType='None', referencePriceType=0, account='DU6076986', clearingIntent='IB', cashQty=0.0, dontUseAutoPriceForHedge=True, filledQuantity=1.0, refFuturesConId=2147483647, shareholder='Not an insider or substantial shareholder', parentPermId=9223372036854775807)","OrderStatus(orderId=0, status='Filled', filled=0.0, remaining=0.0, avgFillPrice=0.0, permId=0, parentId=0, lastFillPrice=0.0, clientId=0, whyHeld='', mktCapPrice=0.0)","[Fill(contract=Stock(conId=9599491, symbol='F', right='?', exchange='SMART', currency='USD', localSymbol='F', tradingClass='F'), execution=Execution(execId='00012ec5.6352d42f.01.01', time=datetime.datetime(2022, 10, 20, 17, 21, 49, tzinfo=datetime.timezone.utc), acctNumber='DU6076986', exchange='EDGEA', side='SLD', shares=1.0, price=11.75, permId=1258385312, clientId=0, orderId=10, liquidation=0, cumQty=1.0, avgPrice=11.75, orderRef='', evRule='', evMultiplier=0.0, modelCode='', lastLiquidity=2), commissionReport=CommissionReport(execId='00012ec5.6352d42f.01.01', commission=0.117899, currency='USD', realizedPNL=0.0, yield_=0.0, yieldRedemptionDate=0), time=datetime.datetime(2022, 10, 20, 17, 21, 49, tzinfo=datetime.timezone.utc))]","[TradeLogEntry(time=datetime.datetime(2022, 10, 20, 17, 21, 49, tzinfo=datetime.timezone.utc), status='Filled', message='Fill 1.0@11.75', errorCode=0)]",
24,"Stock(conId=4391, symbol='AMD', right='?', exchange='SMART', currency='USD', localSymbol='AMD', tradingClass='NMS')","Order(permId=1258385443, action='BUY', orderType='MKT', lmtPrice=0.0, auxPrice=0.0, tif='DAY', ocaType=3, displaySize=2147483647, volatilityType=0, deltaNeutralOrderType='None', referencePriceType=0, account='DU6076986', clearingIntent='IB', cashQty=0.0, dontUseAutoPriceForHedge=True, filledQuantity=1.0, refFuturesConId=2147483647, shareholder='Not an insider or substantial shareholder', parentPermId=9223372036854775807)","OrderStatus(orderId=0, status='Filled', filled=0.0, remaining=0.0, avgFillPrice=0.0, permId=0, parentId=0, lastFillPrice=0.0, clientId=0, whyHeld='', mktCapPrice=0.0)","[Fill(contract=Stock(conId=4391, symbol='AMD', right='?', exchange='SMART', currency='USD', localSymbol='AMD', tradingClass='NMS'), execution=Execution(execId='00012ec5.63536294.01.01', time=datetime.datetime(2022, 10, 20, 19, 18, 18, tzinfo=datetime.timezone.utc), acctNumber='DU6076986', exchange='PEARL', side='BOT', shares=1.0, price=57.94, permId=1258385443, clientId=1, orderId=16, liquidation=0, cumQty=1.0, avgPrice=57.94, orderRef='', evRule='', evMultiplier=0.0, modelCode='', lastLiquidity=2), commissionReport=CommissionReport(execId='00012ec5.63536294.01.01', commission=0.5823, currency='USD', realizedPNL=0.0, yield_=0.0, yieldRedemptionDate=0), time=datetime.datetime(2022, 10, 20, 19, 18, 18, tzinfo=datetime.timezone.utc))]","[TradeLogEntry(time=datetime.datetime(2022, 10, 20, 19, 18, 18, tzinfo=datetime.timezone.utc), status='Filled', message='Fill 1.0@57.94', errorCode=0)]",
25,"Stock(conId=4391, symbol='AMD', right='?', exchange='SMART', currency='USD', localSymbol='AMD', tradingClass='NMS')","Order(permId=1258385507, action='SELL', orderType='LMT', lmtPrice=57.79, auxPrice=0.0, tif='DAY', ocaType=3, orderRef='ActivityMonitor', displaySize=2147483647, trailStopPrice=56.79, openClose='', volatilityType=0, deltaNeutralOrderType='None', referencePriceType=0, account='DU6076986', clearingIntent='IB', cashQty=0.0, dontUseAutoPriceForHedge=True, filledQuantity=1.0, refFuturesConId=2147483647, shareholder='Not an insider or substantial shareholder', parentPermId=9223372036854775807)","OrderStatus(orderId=0, status='Filled', filled=0.0, remaining=0.0, avgFillPrice=0.0, permId=0, parentId=0, lastFillPrice=0.0, clientId=0, whyHeld='', mktCapPrice=0.0)","[Fill(contract=Stock(conId=4391, symbol='AMD', right='?', exchange='SMART', currency='USD', localSymbol='AMD', tradingClass='NMS'), execution=Execution(execId='00012ec5.63536864.01.01', time=datetime.datetime(2022, 10, 20, 19, 23, 57, tzinfo=datetime.timezone.utc), acctNumber='DU6076986', exchange='IEX', side='SLD', shares=1.0, price=57.79, permId=1258385507, clientId=0, orderId=0, liquidation=0, cumQty=1.0, avgPrice=57.79, orderRef='ActivityMonitor', evRule='', evMultiplier=0.0, modelCode='', lastLiquidity=2), commissionReport=CommissionReport(execId='00012ec5.63536864.01.01', commission=0.579353, currency='USD', realizedPNL=-1.217853, yield_=0.0, yieldRedemptionDate=0), time=datetime.datetime(2022, 10, 20, 19, 23, 57, tzinfo=datetime.timezone.utc))]","[TradeLogEntry(time=datetime.datetime(2022, 10, 20, 19, 23, 57, tzinfo=datetime.timezone.utc), status='Filled', message='Fill 1.0@57.79', errorCode=0)]",
26,"Stock(conId=9599491, symbol='F', right='?', exchange='SMART', currency='USD', localSymbol='F', tradingClass='F')","Order(permId=1258385314, action='BUY', orderType='LMT', lmtPrice=11.79, auxPrice=0.0, tif='DAY', ocaType=3, orderRef='ActivityMonitor', displaySize=2147483647, trailStopPrice=12.79, openClose='', volatilityType=0, deltaNeutralOrderType='None', referencePriceType=0, account='DU6076986', clearingIntent='IB', cashQty=0.0, dontUseAutoPriceForHedge=True, filledQuantity=1.0, refFuturesConId=2147483647, shareholder='Not an insider or substantial shareholder', parentPermId=9223372036854775807)","OrderStatus(orderId=0, status='Filled', filled=0.0, remaining=0.0, avgFillPrice=0.0, permId=0, parentId=0, lastFillPrice=0.0, clientId=0, whyHeld='', mktCapPrice=0.0)","[Fill(contract=Stock(conId=9599491, symbol='F', right='?', exchange='SMART', currency='USD', localSymbol='F', tradingClass='F'), execution=Execution(execId='00012ec5.6352d5c8.01.01', time=datetime.datetime(2022, 10, 20, 17, 22, 29, tzinfo=datetime.timezone.utc), acctNumber='DU6076986', exchange='BYX', side='BOT', shares=1.0, price=11.79, permId=1258385314, clientId=0, orderId=0, liquidation=0, cumQty=1.0, avgPrice=11.79, orderRef='ActivityMonitor', evRule='', evMultiplier=0.0, modelCode='', lastLiquidity=2), commissionReport=CommissionReport(execId='00012ec5.6352d5c8.01.01', commission=0.1179, currency='USD', realizedPNL=-0.275799, yield_=0.0, yieldRedemptionDate=0), time=datetime.datetime(2022, 10, 20, 17, 22, 29, tzinfo=datetime.timezone.utc))]","[TradeLogEntry(time=datetime.datetime(2022, 10, 20, 17, 22, 29, tzinfo=datetime.timezone.utc), status='Filled', message='Fill 1.0@11.79', errorCode=0)]",
27,"Stock(conId=4391, symbol='AMD', right='?', exchange='SMART', currency='USD', localSymbol='AMD', tradingClass='NMS')","Order(permId=1258385445, action='SELL', orderType='LMT', lmtPrice=57.95, auxPrice=0.0, tif='DAY', ocaType=3, orderRef='ActivityMonitor', displaySize=2147483647, trailStopPrice=56.95, openClose='', volatilityType=0, deltaNeutralOrderType='None', referencePriceType=0, account='DU6076986', clearingIntent='IB', cashQty=0.0, dontUseAutoPriceForHedge=True, filledQuantity=1.0, refFuturesConId=2147483647, shareholder='Not an insider or substantial shareholder', parentPermId=9223372036854775807)","OrderStatus(orderId=0, status='Filled', filled=0.0, remaining=0.0, avgFillPrice=0.0, permId=0, parentId=0, lastFillPrice=0.0, clientId=0, whyHeld='', mktCapPrice=0.0)","[Fill(contract=Stock(conId=4391, symbol='AMD', right='?', exchange='SMART', currency='USD', localSymbol='AMD', tradingClass='NMS'), execution=Execution(execId='00012ec5.63536333.01.01', time=datetime.datetime(2022, 10, 20, 19, 18, 47, tzinfo=datetime.timezone.utc), acctNumber='DU6076986', exchange='EDGEA', side='SLD', shares=1.0, price=57.99, permId=1258385445, clientId=0, orderId=0, liquidation=0, cumQty=1.0, avgPrice=57.99, orderRef='ActivityMonitor', evRule='', evMultiplier=0.0, modelCode='', lastLiquidity=2), commissionReport=CommissionReport(execId='00012ec5.63536333.01.01', commission=0.581358, currency='USD', realizedPNL=-1.113658, yield_=0.0, yieldRedemptionDate=0), time=datetime.datetime(2022, 10, 20, 19, 18, 47, tzinfo=datetime.timezone.utc))]","[TradeLogEntry(time=datetime.datetime(2022, 10, 20, 19, 18, 47, tzinfo=datetime.timezone.utc), status='Filled', message='Fill 1.0@57.99', errorCode=0)]",
28,"Stock(conId=4391, symbol='AMD', right='?', exchange='SMART', currency='USD', localSymbol='AMD', tradingClass='NMS')","Order(permId=1258385637, action='BUY', orderType='MKT', lmtPrice=57.72, auxPrice=0.0, tif='DAY', ocaType=3, displaySize=2147483647, trailStopPrice=58.72, volatilityType=0, deltaNeutralOrderType='None', referencePriceType=0, account='DU6076986', clearingIntent='IB', cashQty=0.0, dontUseAutoPriceForHedge=True, filledQuantity=1.0, refFuturesConId=2147483647, shareholder='Not an insider or substantial shareholder', parentPermId=9223372036854775807)","OrderStatus(orderId=0, status='Filled', filled=0.0, remaining=0.0, avgFillPrice=0.0, permId=0, parentId=0, lastFillPrice=0.0, clientId=0, whyHeld='', mktCapPrice=0.0)","[Fill(contract=Stock(conId=4391, symbol='AMD', right='?', exchange='SMART', currency='USD', localSymbol='AMD', tradingClass='NMS'), execution=Execution(execId='00012ec5.63538143.01.01', time=datetime.datetime(2022, 10, 20, 19, 49, 2, tzinfo=datetime.timezone.utc), acctNumber='DU6076986', exchange='PEARL', side='BOT', shares=1.0, price=57.72, permId=1258385637, clientId=1, orderId=52, liquidation=0, cumQty=1.0, avgPrice=57.72, orderRef='', evRule='', evMultiplier=0.0, modelCode='', lastLiquidity=2), commissionReport=CommissionReport(execId='00012ec5.63538143.01.01', commission=0.5801, currency='USD', realizedPNL=0.0, yield_=0.0, yieldRedemptionDate=0), time=datetime.datetime(2022, 10, 20, 19, 49, 2, tzinfo=datetime.timezone.utc))]","[TradeLogEntry(time=datetime.datetime(2022, 10, 20, 19, 49, 2, tzinfo=datetime.timezone.utc), status='Filled', message='Fill 1.0@57.72', errorCode=0)]",
29,"Stock(conId=4391, symbol='AMD', right='?', exchange='SMART', currency='USD', localSymbol='AMD', tradingClass='NMS')","Order(permId=1258385638, action='SELL', orderType='LMT', lmtPrice=57.72, auxPrice=0.0, tif='DAY', ocaType=3, orderRef='ActivityMonitor', displaySize=2147483647, trailStopPrice=56.72, openClose='', volatilityType=0, deltaNeutralOrderType='None', referencePriceType=0, account='DU6076986', clearingIntent='IB', cashQty=0.0, dontUseAutoPriceForHedge=True, filledQuantity=1.0, refFuturesConId=2147483647, shareholder='Not an insider or substantial shareholder', parentPermId=9223372036854775807)","OrderStatus(orderId=0, status='Filled', filled=0.0, remaining=0.0, avgFillPrice=0.0, permId=0, parentId=0, lastFillPrice=0.0, clientId=0, whyHeld='', mktCapPrice=0.0)","[Fill(contract=Stock(conId=4391, symbol='AMD', right='?', exchange='SMART', currency='USD', localSymbol='AMD', tradingClass='NMS'), execution=Execution(execId='00012ec5.6353823a.01.01', time=datetime.datetime(2022, 10, 20, 19, 49, 57, tzinfo=datetime.timezone.utc), acctNumber='DU6076986', exchange='BYX', side='SLD', shares=1.0, price=57.72, permId=1258385638, clientId=0, orderId=0, liquidation=0, cumQty=1.0, avgPrice=57.72, orderRef='ActivityMonitor', evRule='', evMultiplier=0.0, modelCode='', lastLiquidity=2), commissionReport=CommissionReport(execId='00012ec5.6353823a.01.01', commission=0.578652, currency='USD', realizedPNL=-1.158752, yield_=0.0, yieldRedemptionDate=0), time=datetime.datetime(2022, 10, 20, 19, 49, 57, tzinfo=datetime.timezone.utc))]","[TradeLogEntry(time=datetime.datetime(2022, 10, 20, 19, 49, 57, tzinfo=datetime.timezone.utc), status='Filled', message='Fill 1.0@57.72', errorCode=0)]",
30,"Stock(conId=4391, symbol='AMD', right='?', exchange='SMART', currency='USD', localSymbol='AMD', tradingClass='NMS')","Order(permId=1258385709, action='SELL', orderType='LMT', lmtPrice=57.74, auxPrice=0.0, tif='DAY', ocaType=3, orderRef='ActivityMonitor', displaySize=2147483647, trailStopPrice=56.74, openClose='', volatilityType=0, deltaNeutralOrderType='None', referencePriceType=0, account='DU6076986', clearingIntent='IB', cashQty=0.0, dontUseAutoPriceForHedge=True, filledQuantity=1.0, refFuturesConId=2147483647, shareholder='Not an insider or substantial shareholder', parentPermId=9223372036854775807)","OrderStatus(orderId=0, status='Filled', filled=0.0, remaining=0.0, avgFillPrice=0.0, permId=0, parentId=0, lastFillPrice=0.0, clientId=0, whyHeld='', mktCapPrice=0.0)","[Fill(contract=Stock(conId=4391, symbol='AMD', right='?', exchange='SMART', currency='USD', localSymbol='AMD', tradingClass='NMS'), execution=Execution(execId='00012ec5.63538497.01.01', time=datetime.datetime(2022, 10, 20, 19, 52, 24, tzinfo=datetime.timezone.utc), acctNumber='DU6076986', exchange='EDGEA', side='SLD', shares=1.0, price=57.74, permId=1258385709, clientId=0, orderId=0, liquidation=0, cumQty=1.0, avgPrice=57.74, orderRef='ActivityMonitor', evRule='', evMultiplier=0.0, modelCode='', lastLiquidity=2), commissionReport=CommissionReport(execId='00012ec5.63538497.01.01', commission=0.578852, currency='USD', realizedPNL=-1.169352, yield_=0.0, yieldRedemptionDate=0), time=datetime.datetime(2022, 10, 20, 19, 52, 24, tzinfo=datetime.timezone.utc))]","[TradeLogEntry(time=datetime.datetime(2022, 10, 20, 19, 52, 24, tzinfo=datetime.timezone.utc), status='Filled', message='Fill 1.0@57.74', errorCode=0)]",
31,"Stock(conId=4391, symbol='AMD', right='?', exchange='SMART', currency='USD', localSymbol='AMD', tradingClass='NMS')","Order(permId=1258385708, action='BUY', orderType='MKT', lmtPrice=57.76, auxPrice=0.0, tif='DAY', ocaType=3, displaySize=2147483647, trailStopPrice=58.76, volatilityType=0, deltaNeutralOrderType='None', referencePriceType=0, account='DU6076986', clearingIntent='IB', cashQty=0.0, dontUseAutoPriceForHedge=True, filledQuantity=1.0, refFuturesConId=2147483647, shareholder='Not an insider or substantial shareholder', parentPermId=9223372036854775807)","OrderStatus(orderId=0, status='Filled', filled=0.0, remaining=0.0, avgFillPrice=0.0, permId=0, parentId=0, lastFillPrice=0.0, clientId=0, whyHeld='', mktCapPrice=0.0)","[Fill(contract=Stock(conId=4391, symbol='AMD', right='?', exchange='SMART', currency='USD', localSymbol='AMD', tradingClass='NMS'), execution=Execution(execId='00012ec5.635383f1.01.01', time=datetime.datetime(2022, 10, 20, 19, 51, 41, tzinfo=datetime.timezone.utc), acctNumber='DU6076986', exchange='ISLAND', side='BOT', shares=1.0, price=57.75, permId=1258385708, clientId=1, orderId=60, liquidation=0, cumQty=1.0, avgPrice=57.75, orderRef='', evRule='', evMultiplier=0.0, modelCode='', lastLiquidity=2), commissionReport=CommissionReport(execId='00012ec5.635383f1.01.01', commission=0.5805, currency='USD', realizedPNL=0.0, yield_=0.0, yieldRedemptionDate=0), time=datetime.datetime(2022, 10, 20, 19, 51, 41, tzinfo=datetime.timezone.utc))]","[TradeLogEntry(time=datetime.datetime(2022, 10, 20, 19, 51, 41, tzinfo=datetime.timezone.utc), status='Filled', message='Fill 1.0@57.75', errorCode=0)]",
32,"Stock(conId=4815747, symbol='NVDA', right='?', exchange='SMART', currency='USD', localSymbol='NVDA', tradingClass='NMS')","Order(permId=1258385457, action='BUY', orderType='MKT', lmtPrice=0.0, auxPrice=0.0, tif='DAY', ocaType=3, displaySize=2147483647, volatilityType=0, deltaNeutralOrderType='None', referencePriceType=0, account='DU6076986', clearingIntent='IB', cashQty=0.0, dontUseAutoPriceForHedge=True, filledQuantity=1.0, refFuturesConId=2147483647, shareholder='Not an insider or substantial shareholder', parentPermId=9223372036854775807)","OrderStatus(orderId=0, status='Filled', filled=0.0, remaining=0.0, avgFillPrice=0.0, permId=0, parentId=0, lastFillPrice=0.0, clientId=0, whyHeld='', mktCapPrice=0.0)","[Fill(contract=Stock(conId=4815747, symbol='NVDA', right='?', exchange='SMART', currency='USD', localSymbol='NVDA', tradingClass='NMS'), execution=Execution(execId='00012ec5.63536416.01.01', time=datetime.datetime(2022, 10, 20, 19, 19, 35, tzinfo=datetime.timezone.utc), acctNumber='DU6076986', exchange='EDGEA', side='BOT', shares=1.0, price=122.08, permId=1258385457, clientId=1, orderId=20, liquidation=0, cumQty=1.0, avgPrice=122.08, orderRef='', evRule='', evMultiplier=0.0, modelCode='', lastLiquidity=2), commissionReport=CommissionReport(execId='00012ec5.63536416.01.01', commission=1.0, currency='USD', realizedPNL=0.0, yield_=0.0, yieldRedemptionDate=0), time=datetime.datetime(2022, 10, 20, 19, 19, 35, tzinfo=datetime.timezone.utc))]","[TradeLogEntry(time=datetime.datetime(2022, 10, 20, 19, 19, 35, tzinfo=datetime.timezone.utc), status='Filled', message='Fill 1.0@122.08', errorCode=0)]",
33,"Stock(conId=4391, symbol='AMD', right='?', exchange='SMART', currency='USD', localSymbol='AMD', tradingClass='NMS')","Order(permId=1258385459, action='SELL', orderType='LMT', lmtPrice=57.95, auxPrice=0.0, tif='DAY', ocaType=3, orderRef='ActivityMonitor', displaySize=2147483647, trailStopPrice=56.95, openClose='', volatilityType=0, deltaNeutralOrderType='None', referencePriceType=0, account='DU6076986', clearingIntent='IB', cashQty=0.0, dontUseAutoPriceForHedge=True, filledQuantity=1.0, refFuturesConId=2147483647, shareholder='Not an insider or substantial shareholder', parentPermId=9223372036854775807)","OrderStatus(orderId=0, status='Filled', filled=0.0, remaining=0.0, avgFillPrice=0.0, permId=0, parentId=0, lastFillPrice=0.0, clientId=0, whyHeld='', mktCapPrice=0.0)","[Fill(contract=Stock(conId=4391, symbol='AMD', right='?', exchange='SMART', currency='USD', localSymbol='AMD', tradingClass='NMS'), execution=Execution(execId='00012ec5.63536467.01.01', time=datetime.datetime(2022, 10, 20, 19, 19, 53, tzinfo=datetime.timezone.utc), acctNumber='DU6076986', exchange='EDGEA', side='SLD', shares=1.0, price=57.95, permId=1258385459, clientId=0, orderId=0, liquidation=0, cumQty=1.0, avgPrice=57.95, orderRef='ActivityMonitor', evRule='', evMultiplier=0.0, modelCode='', lastLiquidity=2), commissionReport=CommissionReport(execId='00012ec5.63536467.01.01', commission=0.580957, currency='USD', realizedPNL=-1.183557, yield_=0.0, yieldRedemptionDate=0), time=datetime.datetime(2022, 10, 20, 19, 19, 53, tzinfo=datetime.timezone.utc))]","[TradeLogEntry(time=datetime.datetime(2022, 10, 20, 19, 19, 53, tzinfo=datetime.timezone.utc), status='Filled', message='Fill 1.0@57.95', errorCode=0)]",
34,"Stock(conId=4391, symbol='AMD', right='?', exchange='SMART', currency='USD', localSymbol='AMD', tradingClass='NMS')","Order(permId=1258385458, action='BUY', orderType='MKT', lmtPrice=57.97, auxPrice=0.0, tif='DAY', ocaType=3, displaySize=2147483647, trailStopPrice=58.97, volatilityType=0, deltaNeutralOrderType='None', referencePriceType=0, account='DU6076986', clearingIntent='IB', cashQty=0.0, dontUseAutoPriceForHedge=True, filledQuantity=1.0, refFuturesConId=2147483647, shareholder='Not an insider or substantial shareholder', parentPermId=9223372036854775807)","OrderStatus(orderId=0, status='Filled', filled=0.0, remaining=0.0, avgFillPrice=0.0, permId=0, parentId=0, lastFillPrice=0.0, clientId=0, whyHeld='', mktCapPrice=0.0)","[Fill(contract=Stock(conId=4391, symbol='AMD', right='?', exchange='SMART', currency='USD', localSymbol='AMD', tradingClass='NMS'), execution=Execution(execId='00012ec5.6353641d.01.01', time=datetime.datetime(2022, 10, 20, 19, 19, 36, tzinfo=datetime.timezone.utc), acctNumber='DU6076986', exchange='PEARL', side='BOT', shares=1.0, price=57.97, permId=1258385458, clientId=1, orderId=22, liquidation=0, cumQty=1.0, avgPrice=57.97, orderRef='', evRule='', evMultiplier=0.0, modelCode='', lastLiquidity=2), commissionReport=CommissionReport(execId='00012ec5.6353641d.01.01', commission=0.5826, currency='USD', realizedPNL=0.0, yield_=0.0, yieldRedemptionDate=0), time=datetime.datetime(2022, 10, 20, 19, 19, 36, tzinfo=datetime.timezone.utc))]","[TradeLogEntry(time=datetime.datetime(2022, 10, 20, 19, 19, 36, tzinfo=datetime.timezone.utc), status='Filled', message='Fill 1.0@57.97', errorCode=0)]",
